"Report Refresh Date";"User Principal Name";"Last Activity Date";"Report Period";"Last Activation Date";"Windows";"Mac";"Mobile";"Web";"Outlook";"Word";"Excel";"PowerPoint";"OneNote";"Teams";"Outlook (Windows)";"Word (Windows)";"Excel (Windows)";"PowerPoint (Windows)";"OneNote (Windows)";"Teams (Windows)";"Outlook (Mac)";"Word (Mac)";"Excel (Mac)";"PowerPoint (Mac)";"OneNote (Mac)";"Teams (Mac)";"Outlook (Mobile)";"Word (Mobile)";"Excel (Mobile)";"PowerPoint (Mobile)";"OneNote (Mobile)";"Teams (Mobile)";"Outlook (Web)";"Word (Web)";"Excel (Web)";"PowerPoint (Web)";"OneNote (Web)";"Teams (Web)"
"2023-07-29";"3295@anonimo.com";"2023-07-29";180;"2022-08-29";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3439@anonimo.com";"2023-07-29";180;"2023-05-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3923@anonimo.com";"2023-07-28";180;"2020-12-01";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"1239@anonimo.com";"2023-07-27";180;"2021-05-11";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"5861@anonimo.com";"2023-07-29";180;"2022-10-12";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3189@anonimo.com";"2023-07-29";180;"2023-03-12";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4669@anonimo.com";"2023-07-28";180;"2023-05-09";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4158@anonimo.com";"2023-02-27";180;;"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No"
"2023-07-29";"4227@anonimo.com";"2023-07-28";180;"2023-03-28";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"3366@anonimo.com";"2023-07-29";180;"2023-07-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"1166@anonimo.com";"2023-07-29";180;;"Yes";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes"
"2023-07-29";"1029@anonimo.com";"2023-07-29";180;"2023-06-21";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"1473@anonimo.com";"2023-07-29";180;"2023-01-05";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3910@anonimo.com";"2023-07-28";180;"2023-04-03";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3381@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"No";"Yes"
"2023-07-29";"4893@anonimo.com";"2023-07-28";180;"2023-05-29";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3582@anonimo.com";"2023-07-29";180;"2023-05-11";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"4692@anonimo.com";"2023-07-29";180;"2023-04-19";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1390@anonimo.com";"2023-07-28";180;"2022-08-11";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No"
"2023-07-29";"3192@anonimo.com";"2023-07-29";180;"2023-04-24";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4734@anonimo.com";"2023-07-28";180;"2023-07-26";"Yes";"No";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"3724@anonimo.com";"2023-07-29";180;"2022-01-21";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"1478@anonimo.com";"2023-07-29";180;"2023-01-31";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"1175@anonimo.com";"2023-07-29";180;"2023-07-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"1254@anonimo.com";"2023-07-28";180;;"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"854@anonimo.com";"2023-07-28";180;"2022-09-30";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"1425@anonimo.com";"2023-07-28";180;"2023-07-25";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"3180@anonimo.com";"2023-07-29";180;"2022-12-13";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5080@anonimo.com";"2023-07-29";180;;"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"4262@anonimo.com";"2023-07-29";180;"2023-03-22";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5122@anonimo.com";"2023-07-28";180;"2022-12-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5109@anonimo.com";"2023-07-29";180;"2023-03-21";"Yes";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"5053@anonimo.com";"2023-07-28";180;"2023-04-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1331@anonimo.com";"2023-07-29";180;"2022-12-28";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4108@anonimo.com";"2023-07-29";180;;"No";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"3911@anonimo.com";"2023-07-29";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3554@anonimo.com";"2023-07-28";180;"2023-06-01";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"1337@anonimo.com";"2023-07-28";180;"2022-02-09";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4559@anonimo.com";"2023-04-12";180;;"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"3781@anonimo.com";"2023-07-28";180;"2022-12-04";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5058@anonimo.com";"2023-07-28";180;"2023-06-16";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"Yes";"No"
"2023-07-29";"3342@anonimo.com";"2023-07-29";180;"2022-05-02";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5315@anonimo.com";"2023-07-28";180;"2023-06-28";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5510@anonimo.com";"2023-07-28";180;;"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"4467@anonimo.com";"2023-07-29";180;"2022-12-05";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1195@anonimo.com";"2023-07-29";180;"2023-04-02";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"1238@anonimo.com";"2023-06-28";180;"2021-05-11";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes"
"2023-07-29";"4750@anonimo.com";"2023-07-29";180;"2023-03-28";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4453@anonimo.com";"2023-07-29";180;"2023-07-01";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5148@anonimo.com";"2023-07-28";180;"2023-06-16";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"4337@anonimo.com";"2023-07-28";180;"2023-04-13";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5160@anonimo.com";"2023-07-28";180;"2022-02-04";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"3498@anonimo.com";"2023-07-28";180;"2023-06-16";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"4731@anonimo.com";"2023-07-28";180;"2023-06-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3287@anonimo.com";"2023-07-28";180;"2023-02-02";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5775@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"1420@anonimo.com";"2023-02-07";180;"2022-12-14";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"1350@anonimo.com";"2023-07-28";180;"2022-03-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"1343@anonimo.com";"2023-01-06";180;;"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"4441@anonimo.com";"2023-05-02";180;"2023-03-04";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No"
"2023-07-29";"5722@anonimo.com";"2023-07-29";180;"2022-10-31";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3744@anonimo.com";"2023-07-28";180;"2023-05-30";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1428@anonimo.com";"2023-07-29";180;"2023-07-14";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4640@anonimo.com";"2023-07-29";180;"2023-01-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5138@anonimo.com";"2023-07-28";180;;"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"Yes"
"2023-07-29";"3983@anonimo.com";"2023-07-28";180;"2023-06-27";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5714@anonimo.com";"2023-07-28";180;"2023-02-05";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"1403@anonimo.com";"2023-07-28";180;"2022-10-13";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"Yes";"No"
"2023-07-29";"5318@anonimo.com";"2023-07-28";180;"2023-04-26";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"No";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4200@anonimo.com";"2023-07-28";180;"2023-06-29";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4828@anonimo.com";"2023-07-29";180;"2022-12-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"5309@anonimo.com";"2023-07-28";180;"2023-07-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"Yes";"No";"No"
"2023-07-29";"5882@anonimo.com";"2023-07-29";180;"2023-04-29";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"4077@anonimo.com";"2023-07-29";180;"2023-07-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"No";"Yes"
"2023-07-29";"3238@anonimo.com";"2023-07-29";180;"2022-07-08";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"4699@anonimo.com";"2023-07-29";180;"2023-06-15";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"5327@anonimo.com";"2023-07-29";180;"2022-12-19";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"4156@anonimo.com";"2021-08-24";180;"2020-07-09";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"4348@anonimo.com";"2023-07-29";180;"2022-10-14";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
